theta,phi,Pol.,S_11,S_12,S_21,S_22,S_31,S_41,Qsca,Qbk,Qpol,shape,size_param,radius,wavelength
15.0,0.0,0.01116,52.227,-0.58265,-0.5826,52.23,-0.01866,0.000384,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
20.0,0.0,0.01782,46.104,-0.82147,-0.8215,46.1,-0.02194,0.0005763,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
25.0,0.0,0.02435,39.259,-0.95548,-0.9555,39.26,-0.02411,0.000861,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
30.0,0.0,0.02886,32.226,-0.92979,-0.9298,32.23,-0.02516,0.001232,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
35.0,0.0,0.02856,25.48,-0.72731,-0.7273,25.48,-0.02512,0.001766,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
40.0,0.0,0.01918,19.387,-0.37098,-0.371,19.39,-0.02408,0.002434,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
45.0,0.0,0.00596,14.183,0.081587,0.08159,14.18,-0.02228,0.003191,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
50.0,0.0,0.05546,9.9694,0.55254,0.5525,9.969,-0.0199,0.004002,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
55.0,0.0,0.1429,6.7357,0.96235,0.9623,6.736,-0.01714,0.004747,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
60.0,0.0,0.28398,4.3898,1.2465,1.247,4.39,-0.01417,0.005338,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
65.0,0.0,0.49013,2.7915,1.3682,1.368,2.791,-0.01115,0.005673,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
70.0,0.0,0.74111,1.7838,1.322,1.322,1.784,-0.008163,0.005703,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
75.0,0.0,0.93142,1.2154,1.132,1.132,1.215,-0.005244,0.00541,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
80.0,0.0,0.88368,0.95416,0.84317,0.8432,0.9541,-0.002427,0.004815,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
85.0,0.0,0.57157,0.89274,0.51026,0.5103,0.8927,0.0002636,0.003973,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
90.0,0.0,0.19719,0.94758,0.18684,0.1868,0.9475,0.002797,0.00297,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
95.0,0.0,0.07948,1.0557,-0.083751,-0.08375,1.056,0.005117,0.001903,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
100.0,0.0,0.2338,1.1705,-0.27358,-0.2736,1.17,0.007147,0.0008684,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
105.0,0.0,0.29552,1.2591,-0.37199,-0.372,1.259,0.008791,-4.873e-05,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
110.0,0.0,0.29546,1.2998,-0.38391,-0.3839,1.3,0.00997,-0.0007875,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
115.0,0.0,0.25456,1.2818,-0.32615,-0.3261,1.282,0.01061,-0.00131,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
120.0,0.0,0.1849,1.2045,-0.22246,-0.2224,1.204,0.01068,-0.00158,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
125.0,0.0,0.09207,1.076,-0.098548,-0.09854,1.076,0.0102,-0.001611,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
130.0,0.0,0.02628,0.91173,0.022095,0.02211,0.9116,0.009238,-0.001439,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
135.0,0.0,0.16627,0.7313,0.12132,0.1213,0.7312,0.007895,-0.001117,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
140.0,0.0,0.3389,0.55491,0.18794,0.188,0.5548,0.006323,-0.0007011,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
145.0,0.0,0.5452,0.40002,0.21803,0.218,0.4,0.004682,-0.0002584,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
150.0,0.0,0.76911,0.27848,0.21414,0.2142,0.2784,0.003138,0.00014,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
155.0,0.0,0.94232,0.19503,0.18376,0.1838,0.195,0.001819,0.0004422,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
160.0,0.0,0.93237,0.1473,0.13733,0.1373,0.1473,0.0008154,0.0006129,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
165.0,0.0,0.6778,0.12731,0.086287,0.08629,0.1273,0.0001606,0.0006346,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
170.0,0.0,0.33277,0.1241,0.041292,0.0413,0.1241,-0.0001651,0.0005188,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
175.0,0.0,0.08507,0.12679,0.010782,0.01078,0.1268,-0.0002381,0.0002916,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
180.0,0.0,0.00134,0.12754,7.8353e-07,7.811e-07,0.1275,-0.000171,-5.807e-07,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
185.0,0.0,0.08462,0.12357,0.010456,0.01046,0.1236,-9.795e-05,-0.0003038,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
190.0,0.0,0.33787,0.11786,0.039821,0.03982,0.1179,-0.0001517,-0.0005599,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
195.0,0.0,0.69414,0.11844,0.082213,0.08221,0.1184,-0.0004434,-0.0007196,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
200.0,0.0,0.94552,0.13633,0.12889,0.1289,0.1363,-0.001045,-0.0007434,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
205.0,0.0,0.9274,0.18259,0.16932,0.1693,0.1826,-0.001977,-0.0006146,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
210.0,0.0,0.72608,0.26521,0.19253,0.1925,0.2652,-0.003204,-0.0003358,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
215.0,0.0,0.48886,0.38647,0.18887,0.1889,0.3864,-0.004641,6.69e-05,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
220.0,0.0,0.28052,0.54142,0.15174,0.1518,0.5414,-0.006162,0.000539,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
225.0,0.0,0.11119,0.71787,0.079441,0.07945,0.7178,-0.00762,0.00103,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
230.0,0.0,0.02796,0.89801,-0.023503,-0.02349,0.8979,-0.008861,0.001467,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
235.0,0.0,0.13751,1.0612,-0.14562,-0.1456,1.061,-0.009752,0.001764,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
240.0,0.0,0.22642,1.1878,-0.26875,-0.2687,1.188,-0.01019,0.001877,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
245.0,0.0,0.293,1.2623,-0.36972,-0.3697,1.262,-0.0101,0.001744,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
250.0,0.0,0.33153,1.2766,-0.42314,-0.4231,1.277,-0.009491,0.001363,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
255.0,0.0,0.32944,1.2321,-0.40582,-0.4058,1.232,-0.008373,0.0007124,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
260.0,0.0,0.2645,1.1402,-0.30152,-0.3015,1.14,-0.006811,-0.0001764,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
265.0,0.0,0.10373,1.0233,-0.10604,-0.106,1.023,-0.004876,-0.001236,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
270.0,0.0,0.18479,0.91555,0.16917,0.1692,0.9155,-0.002657,-0.002388,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
275.0,0.0,0.57303,0.86467,0.49548,0.4955,0.8646,-0.0002257,-0.003528,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
280.0,0.0,0.88622,0.9356,0.82915,0.8291,0.9355,0.002363,-0.004541,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
285.0,0.0,0.91975,1.2144,1.1169,1.117,1.214,0.005056,-0.005322,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
290.0,0.0,0.72053,1.8118,1.3054,1.305,1.812,0.007815,-0.005793,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
295.0,0.0,0.47223,2.8631,1.352,1.352,2.863,0.0106,-0.005897,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
300.0,0.0,0.27326,4.5219,1.2356,1.236,4.522,0.01334,-0.005643,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
305.0,0.0,0.13884,6.9459,0.96421,0.9642,6.946,0.01589,-0.005092,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
310.0,0.0,0.05616,10.272,0.57663,0.5766,10.27,0.01816,-0.004328,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
315.0,0.0,0.00947,14.587,0.13663,0.1366,14.59,0.01993,-0.003453,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
320.0,0.0,0.01405,19.889,-0.27873,-0.2787,19.89,0.02096,-0.002625,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
325.0,0.0,0.02293,26.064,-0.59723,-0.5972,26.06,0.02115,-0.001872,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
330.0,0.0,0.02337,32.863,-0.76774,-0.7677,32.86,0.02028,-0.001287,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
335.0,0.0,0.01939,39.906,-0.77363,-0.7736,39.91,0.01831,-0.0009049,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
340.0,0.0,0.01368,46.711,-0.63864,-0.6386,46.71,0.01529,-0.0006027,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
345.0,0.0,0.00796,52.741,-0.41989,-0.4199,52.74,0.0113,-0.0004072,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
350.0,0.0,0.00337,57.472,-0.19372,-0.1937,57.47,0.00653,-0.0002701,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
355.0,0.0,0.00059,60.463,-0.035793,-0.03579,60.46,0.001258,-0.0001589,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
360.0,0.0,7e-05,61.426,-0.00028801,-0.000288,61.43,-0.00422,-4.039e-05,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
0.0,90.0,7e-05,61.426,0.00030327,0.0003033,61.43,0.00422,-4.049e-05,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
5.0,90.0,0.0017,60.267,-0.10216,-0.1022,60.27,0.009572,-0.0001658,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
10.0,90.0,0.00555,57.098,-0.31638,-0.3164,57.1,0.01448,-0.0002985,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
15.0,90.0,0.01116,52.227,-0.58267,-0.5827,52.23,0.01868,-0.0004496,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
20.0,90.0,0.01782,46.104,-0.82137,-0.8214,46.1,0.02193,-0.0006418,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
25.0,90.0,0.02434,39.259,-0.95545,-0.9555,39.26,0.02411,-0.0009081,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
30.0,90.0,0.02887,32.226,-0.93,-0.93,32.23,0.02516,-0.001287,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
35.0,90.0,0.02856,25.48,-0.7274,-0.7274,25.48,0.02512,-0.001805,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
40.0,90.0,0.01918,19.388,-0.37109,-0.3711,19.39,0.02411,-0.002461,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
45.0,90.0,0.00596,14.183,0.081602,0.0816,14.18,0.0223,-0.003222,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
50.0,90.0,0.05546,9.9693,0.55251,0.5525,9.969,0.01991,-0.004019,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
55.0,90.0,0.14289,6.7357,0.96232,0.9623,6.736,0.01715,-0.004759,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
60.0,90.0,0.28398,4.3898,1.2466,1.247,4.39,0.01419,-0.005341,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
65.0,90.0,0.49012,2.7915,1.3681,1.368,2.791,0.01116,-0.005677,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
70.0,90.0,0.74111,1.7838,1.322,1.322,1.784,0.008168,-0.005707,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
75.0,90.0,0.93142,1.2154,1.132,1.132,1.215,0.005248,-0.005412,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
80.0,90.0,0.88368,0.95415,0.84316,0.8432,0.9541,0.002431,-0.004814,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
85.0,90.0,0.57157,0.89274,0.51027,0.5103,0.8927,-0.0002634,-0.003972,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
90.0,90.0,0.19719,0.94757,0.18683,0.1868,0.9475,-0.002799,-0.002969,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
95.0,90.0,0.07947,1.0557,-0.083736,-0.08374,1.056,-0.005121,-0.001903,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
100.0,90.0,0.2338,1.1705,-0.27358,-0.2736,1.17,-0.00715,-0.0008668,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
105.0,90.0,0.29552,1.2591,-0.37198,-0.372,1.259,-0.008798,5.372e-05,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
110.0,90.0,0.29546,1.2998,-0.38391,-0.3839,1.3,-0.009977,0.0007932,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
115.0,90.0,0.25457,1.2818,-0.32615,-0.3261,1.282,-0.01062,0.001307,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
120.0,90.0,0.18488,1.2045,-0.22244,-0.2224,1.204,-0.01069,0.001578,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
125.0,90.0,0.09206,1.076,-0.098543,-0.09853,1.076,-0.01021,0.001613,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
130.0,90.0,0.02629,0.91173,0.022095,0.02211,0.9117,-0.009247,0.001442,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
135.0,90.0,0.16627,0.7313,0.12132,0.1213,0.7312,-0.007902,0.001117,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
140.0,90.0,0.3389,0.55492,0.18794,0.188,0.5549,-0.006329,0.0006989,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
145.0,90.0,0.5452,0.40002,0.21802,0.218,0.4,-0.00469,0.000258,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
150.0,90.0,0.7691,0.27848,0.21414,0.2142,0.2784,-0.003143,-0.0001406,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
155.0,90.0,0.94232,0.19503,0.18376,0.1838,0.195,-0.001823,-0.0004432,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
160.0,90.0,0.93237,0.1473,0.13733,0.1373,0.1473,-0.0008174,-0.0006133,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
165.0,90.0,0.6778,0.12731,0.086287,0.08629,0.1273,-0.0001625,-0.0006362,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
170.0,90.0,0.33278,0.1241,0.041293,0.0413,0.1241,0.0001644,-0.0005198,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
175.0,90.0,0.08507,0.12679,0.010782,0.01078,0.1268,0.0002378,-0.0002929,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
180.0,90.0,0.00134,0.12754,-7.4627e-07,-7.438e-07,0.1275,0.000171,-5.732e-07,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
185.0,90.0,0.08461,0.12357,0.010456,0.01046,0.1236,9.803e-05,0.0003024,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
190.0,90.0,0.33785,0.11786,0.039818,0.03982,0.1179,0.0001518,0.000559,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
195.0,90.0,0.69414,0.11844,0.082211,0.08221,0.1184,0.0004433,0.0007186,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
200.0,90.0,0.94551,0.13633,0.12889,0.1289,0.1363,0.001045,0.0007431,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
205.0,90.0,0.9274,0.18259,0.16932,0.1693,0.1826,0.001976,0.0006143,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
210.0,90.0,0.72608,0.26521,0.19253,0.1925,0.2652,0.003203,0.0003359,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
215.0,90.0,0.48886,0.38647,0.18886,0.1889,0.3864,0.00464,-6.516e-05,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
220.0,90.0,0.28052,0.54142,0.15174,0.1518,0.5414,0.006162,-0.0005412,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
225.0,90.0,0.11119,0.71787,0.079443,0.07946,0.7178,0.00762,-0.00103,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
230.0,90.0,0.02796,0.89801,-0.023504,-0.02349,0.8979,0.008862,-0.001459,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
235.0,90.0,0.13751,1.0612,-0.14562,-0.1456,1.061,0.009752,-0.00176,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
240.0,90.0,0.22642,1.1878,-0.26876,-0.2687,1.188,0.01019,-0.00187,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
245.0,90.0,0.293,1.2623,-0.36972,-0.3697,1.262,0.01011,-0.001743,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
250.0,90.0,0.33153,1.2766,-0.42315,-0.4231,1.277,0.009493,-0.001352,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
255.0,90.0,0.32943,1.2321,-0.40581,-0.4058,1.232,0.008375,-0.0007001,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
260.0,90.0,0.26452,1.1402,-0.30154,-0.3015,1.14,0.00681,0.0001855,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
265.0,90.0,0.10373,1.0233,-0.10605,-0.106,1.023,0.004876,0.001246,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
270.0,90.0,0.1848,0.91555,0.16917,0.1692,0.9155,0.002655,0.002399,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
275.0,90.0,0.57303,0.86467,0.49548,0.4955,0.8646,0.0002209,0.003538,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
280.0,90.0,0.88622,0.9356,0.82915,0.8291,0.9356,-0.002367,0.004551,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
285.0,90.0,0.91975,1.2144,1.117,1.117,1.214,-0.005063,0.005332,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
290.0,90.0,0.72053,1.8118,1.3054,1.305,1.812,-0.007829,0.005795,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
295.0,90.0,0.47224,2.863,1.352,1.352,2.863,-0.01062,0.005896,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
300.0,90.0,0.27327,4.5219,1.2356,1.236,4.522,-0.01335,0.005639,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
305.0,90.0,0.13884,6.9459,0.96426,0.9643,6.946,-0.01593,0.005077,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
310.0,90.0,0.05617,10.272,0.57668,0.5767,10.27,-0.01819,0.004304,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
315.0,90.0,0.00946,14.587,0.13661,0.1366,14.59,-0.01995,0.003434,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
320.0,90.0,0.01406,19.889,-0.27877,-0.2788,19.89,-0.02101,0.002578,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
325.0,90.0,0.02292,26.064,-0.59702,-0.597,26.06,-0.02118,0.001828,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
330.0,90.0,0.02337,32.863,-0.7677,-0.7677,32.86,-0.02032,0.001235,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
335.0,90.0,0.01939,39.906,-0.77368,-0.7737,39.91,-0.01836,0.0008069,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
340.0,90.0,0.01368,46.711,-0.63876,-0.6388,46.71,-0.01532,0.0005204,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
345.0,90.0,0.00796,52.741,-0.41978,-0.4198,52.74,-0.01132,0.0003324,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
350.0,90.0,0.00338,57.471,-0.19431,-0.1943,57.47,-0.00654,0.0001966,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
355.0,90.0,0.0006,60.463,-0.036371,-0.03637,60.46,-0.001259,7.846e-05,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
360.0,90.0,7e-05,61.426,0.00028419,0.0002842,61.43,0.00422,-4.056e-05,3.7245,0.0057403,-2.0981e-05,SPHERE,2.7161,0.2349,0.5434
0.0,0.0,0.00113,4.0492,-1.2875e-05,-1.287e-05,4.049,0.004576,3.26e-09,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
5.0,0.0,0.00196,4.0169,-0.0066804,-0.006681,4.017,0.004179,9.705e-05,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
10.0,0.0,0.00721,3.9286,-0.028075,-0.02808,3.929,0.003745,0.0001792,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
15.0,0.0,0.01645,3.7881,-0.06223,-0.06223,3.788,0.00329,0.0002321,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
20.0,0.0,0.0295,3.6016,-0.1062,-0.1062,3.602,0.002829,0.0002477,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
25.0,0.0,0.0463,3.3769,-0.15632,-0.1563,3.377,0.002377,0.0002198,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
30.0,0.0,0.06681,3.1231,-0.20864,-0.2086,3.123,0.001946,0.0001468,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
35.0,0.0,0.09096,2.8494,-0.25919,-0.2592,2.849,0.001545,2.726e-05,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
40.0,0.0,0.11868,2.5654,-0.30444,-0.3044,2.565,0.001182,-0.0001282,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
45.0,0.0,0.14981,2.2796,-0.34149,-0.3415,2.28,0.0008617,-0.0003131,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
50.0,0.0,0.18417,1.9998,-0.3683,-0.3683,2.0,0.0005855,-0.0005144,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
55.0,0.0,0.22153,1.7323,-0.38375,-0.3838,1.732,0.000354,-0.0007205,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
60.0,0.0,0.26154,1.4822,-0.38764,-0.3876,1.482,0.0001651,-0.0009207,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
65.0,0.0,0.30382,1.2528,-0.38061,-0.3806,1.253,1.659e-05,-0.001101,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
70.0,0.0,0.34793,1.0461,-0.36397,-0.364,1.046,-9.68e-05,-0.001252,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
75.0,0.0,0.39331,0.86307,-0.33945,-0.3395,0.863,-0.0001768,-0.001368,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
80.0,0.0,0.43941,0.70343,-0.30909,-0.3091,0.7034,-0.0002294,-0.001443,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
85.0,0.0,0.48567,0.56621,-0.27499,-0.275,0.5662,-0.0002588,-0.001476,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
90.0,0.0,0.53155,0.44991,-0.23914,-0.2391,0.4499,-0.0002698,-0.001469,1.5172,0.0011813,-7.5102e-06,SPHERE,1.5941,0.1725,0.6799
